"title","seller_name","brand","description","initial_price","final_price","reviews_count","root_bs_rank","rating","bought_past_month","bs_rank","root_bs_category","country_of_origin"
"National Hardware N213-561 V337 Wall Door Stops in White, 2 pack","Ama¦¦¦.co¦¦¦","National Hardware","Product Description National Hardware N213-561 V337 Wall Door Stops in White, 2 pack From the Manufacturer This cushion-type, shock-absorbing door stop is designed to protect walls from doorknob damage.","6.27","6.27","1067","7931","4.6","500","73","Office Products","China"
"TICILFO Phone Mount for Car Phone Holder [Military-Grade Suction & Stable Clip] Car Phone Holder Mount Windshield Dashboard Air Vent Universal Automobile Mount Fit for All iPhone Android Smartphones","Hui¦¦¦_St¦¦¦","TICILFO","NOTE: NOT RECOMMENDED TO USE THE DASHBOARD PAD FOR WINDSHIELD MOUNTING.             360° Free Rotation 360° rotatable design provides you the ideal viewing angle and easy to switch to any direction quickly. Washable suction cup If the surface of the car mount is dirty or doesn't stick well, wash it in warm water and let it air dry naturally. Afterwards, the car phone holder will work as good as new one. Firmly Grip Your Phone Strong gripping arms hold your phone firmly. Your phone will not fall off even on bumpy roads or sharp turns. Adjustable Bottom Tray Adjustable bottom tray can accommodate all phones in 4.0-7.1inch     Upgraded Metal CD Slot Phone Holder Car Dashboard Phone Holder for Car Motorcycle Phone Mount Flexible Long Arm Car Phone Holder Mount Upgraded Car Phone Mount Add to Cart Buying Options Add to Cart Buying Options Add to Cart Customer Reviews 4.3 out of 5 stars 1,032 4.3 out of 5 stars 9,821 4.4 out of 5 stars 122 4.1 out of 5 stars 334 4.4 out of 5 stars 4,361 Price $12.99$12.99 — $12.99$12.99 — $12.99$12.99 Mount Style CD Player Dashboard,Windshield Motorcycle Dashboard Dashboard,Windshield, Air Vent Adjustable Angle 360 360 360 360 360 Adjustable Foot ? ? ? ? ?","15.00","13.00","4361","2059","4.4","1000","90","Cell Phones & Accessories","China"
"JSAUX iPhone Headphone Adapter, Lightning to 3.5mm Adapter [Apple MFi Certified] iPhone Aux Adapter Compatible with iPhone 14/14 Pro Max/13/13 Pro Max/12/12 Pro Max/11/11 Pro Max/SE/X/XR/XS/8-Red","JS ¦¦¦ita¦¦¦S","JSAUX","Note: It only supports IOS 10.3.1 and later.It doesn't compatible with 2018 iPad Pro 11"" / 12.9"" which has a USB C portFor iPhone 7 and iPhone 7 Plus, make sure it has been updated to iOS 10.3.1 or later.             JSAUX Lightning to 3.5mm Headphone Aux Adapter Wide Compatibility - iPhone 14 / 14 Plus / 14 Pro / 14 Pro Max / 13 / 13 Mini / 13 Pro / 13 Pro Max / 12 / 12 Mini / 12 Pro / 12 Pro Max / 11 / 11 Pro / 11 Pro Max / 8 / 8 Plus / 7 / 7 Plus / SE / X / XR / XS / XS Max, etc. - The compatible for Apple devices which have a lightning connector with iOS 10.3.1 or later. - The 3.5mm female adapter works with virtually any 3.5mm audio device, including earphones, headphones, and audio cables. Apple MFi Certified Ensures completely and securely connect with your Apple devices, 100% compatibility for the iOS system without error message. Powerful Functions Allows you to Control Music (volume, previous/next), Answer Phone Calls easily, just connect audio headphone/earphone/microphone to your Apple devices with the adapter Super Sound - Sampling rate up to 48KHz and filter out noise. Provides a clear with no breaks quality sound. - Music, podcasts, and more are seamlessly transmitted to your headphones with no drop in audio quality. Plug & Play This adapter lets you connect devices that use a 3.5mm audio plug to your Lightning devices. Just plug the adapter in your device, let your Apple equipment recognize the adapter for 3-5 sec before playing music. Lightweight & Portable This lightweight and portable audio adapter is small enough to fit in your pocket, school bag, travel carry on, and anywhere else you might keep your phone, making it ideal for listening to music anywhere.","15.00","15.00","10195","1284","4.5","1000","34","Electronics","China"
"HUANUO Foot Rest for Under Desk at Work, Adjustable Footrest with 2 Height Options, Memory Foam Foot Stool for Under Desk, Foot Rest for Office, Home, Airplane, Travel - Office Accessories for PC","Bes¦¦¦go ¦¦¦ect¦¦¦","HUANUO","Whether you are working in the office or at home, you can enjoy the feeling of relaxation at any time!   Relax your legs and back when you work in the office or at home, even when you are playing games. Help keeping your feet and legs up, which can make you feel more comfortable.   Previous page Next page   More Options for You   HUANUO Foot Rest HNFR2 Add to Cart HNFR3 Add to Cart HNFR4 Add to Cart HNFR9 Add to Cart HNFR7 Add to Cart HNFR11 Add to Cart Customer Reviews 4.3 out of 5 stars 7,024 4.2 out of 5 stars 12,307 4.1 out of 5 stars 4,413 4.3 out of 5 stars 242 3.8 out of 5 stars 552 4.3 out of 5 stars 23 Price $24.99$24.99 $35.99$35.99 $35.99$35.99 $39.99$39.99 $17.99$17.99 $39.99$39.99 Adjustable Hight ? ? ? ? ? ? Rocking ? ? ? ? ? ? Material Foam Plastic Plastic Plastic Foam Bamboo Scenes Office / Home Office / Home Office / Home Office / Home Travel Office / Home Color Black/Blue/Dark Grey Black Black Black Black burlywood","40.00","25.00","7024","13616","4.3","900","40","Office Products",""
"DEVAISE Office Storage Cabinet with Doors and Shelves, Lateral Printer Cabinet for Office Supplies and File Storage, Filing Cabinet for Home Office, Black","DEV¦¦¦E","DEVAISE","3-Drawer Wood File Cabinet 3-Drawer Wood File Cabinet 3-Drawer Wood File Cabinet with Lock 1-Drawer File Cabinet with Lock 2-Drawer Wood Lateral File Cabinet with Lock Add to Cart Add to Cart Buying Options Add to Cart Add to Cart Customer Reviews 4.2 out of 5 stars 4,908 4.0 out of 5 stars 2,577 4.2 out of 5 stars 1,819 4.2 out of 5 stars 869 4.1 out of 5 stars 626 Price $105.99$105.99 $105.99$105.99 — $99.99$99.99 $139.99$139.99 Material Wood Wood Wood Wood Wood Dimension 15.7""D x 31.5""W x 23.6""H 15.7""D x 31.5""W x 23.6""H 16""D x 32""W x 26""H 15.8""D x 36.6""W x 25""H 35.4""D x 15.7""W x 29.3""H Size of document Letter / A4 Letter / A4 Letter / A4 Letter / Legal / A4 Letter / Legal / A4 Lock ? ? ?","100.00","100.00","271","56740","4.5","50","49","Office Products","China"
"Wireless PowerPoint Remote Presentation Clicker: Presenter Pointer for Classroom Teacher - USB Slide Advancer Compatible MacBook Computer","Zox¦¦¦ US¦¦¦","Zoxkoy","The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Zoxkoy - The Future Of Presenting When it comes to the world of expressing your ideas through the power of presentation, there is only one name that comes to mind - Zoxkoy. Zoxkoy was founded by a tech enthusiast who saw the need to create something that was lighter, faster, and more effective. He saw that many wireless presenters on the market were bulky, slow, and often failed on stage. After years of relentless research, Zoxkoy was born to take the world of presentation to a whole new level.   No Need to Install Software Universal Compatibility - Plug & Play via USB - Compatible with MacOS, Windows, Android, Linux as well as leading presentation software including Google Slides, Powerpoint, Prezi, iWork and Keynote etc. Previous page Next page 1 Champion 2 Worked great! 3 Easy to use! 4 Best gift!   100 ft Control Range, 656 ft Red Pointer Don't Be Tied to Your Computer - Clicker Easy Control - Great for presentations! Would recommend this product if you want your lectures to be more interactive rather than just talking to your audience from standing at your desk clicking buttons.   Page Up & Down and Full & Black Screen Feels Nice on the Hands - Ergonomic Design - This little clicker is perfect for teaching, lectures, meetings and power point presentations. It's very comfortable on the hand and works like a charm. Why Choose Zoxkoy Presentation Clicker ? As a pioneer in the wireless presentation clicker space, Zoxkoy has always been committed to providing the highest quality products. Zoxkoy - Presentation Clicker is Easy to Control Our wireless presenters allow users to control their presentations from anywhere in the room, making it easy to stay on target and keep your audience engaged. Zoxkoy - Presentation Clicker is Very Suitable for Teaching, Speeches, Conferences, etc. Perfect for someone who gives lectures, uses slides or powerpoint and wants to walk freely rather than being a slave to a piece of technology to move the presentation forward. Zoxkoy - 24-hour Service Our high-quality products, 24-hour service, and professional technology have made it a top choice for businesses and individuals alike. Zoxkoy - Quality, You Can Trust If you're looking for a wireless presentation solution that is reliable, easy to use, and backed by a company with a proven track record, look no further than Zoxkoy.","9.99","9.99","620","24925","4.6","300","28","Office Products","China"
"Zonon 2 Packs 12'' Plastic Ruler and 6'' Plastic Protractor Set Clear Math Geometry Set Protractors Classroom Set Transparent School Supplies Rulers for School Classroom Home Office Drawing (Clear)","Mon¦¦¦","Zonon","Transparent protractor allows you read the scale easily. Lightweight and easy to put in a pencil case. Suitable for as classroom reward to students.   Plastic Ruler and Protractor B0D1Y2LYQS Plastic Student Math Set Plastic Student Math Set Color Transparent Ruler Bulk Color Transparent Ruler Bulk Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Buying Options Customer Reviews 4.1 out of 5 stars 9 4.3 out of 5 stars 14 4.7 out of 5 stars 23 4.4 out of 5 stars 3 4.4 out of 5 stars 40 4.4 out of 5 stars 40 Price $2.99$2.99 $9.99$9.99 $6.35$6.35 $6.99$6.99 $6.95$6.95 — Quantity 6 pcs 1 set 3 pcs 36 pcs 12 pcs 12 pcs Size 12 Inch and 6 Inch 12 Inch 6 Inch and 4 Inch 6 Inch 6 Inch 12 pcs 12 pcs","5.99","5.25","148","45928","4.5","50","22","Office Products",""
"Foldable Headphone Stand Hanger Holder, Space-Saving Aluminum Soundbar Stand with Universal Fit for Gaming PC Accessories, Under Desk Clamp Hook Mount (Black-1PC)","APP¦¦¦E U¦¦¦","APPHOME","About this item ?Under Desk Headphone Hanger?Clamps on to desks up to 45mm thick and as narrow as 5mm for a near universal fit on most desks. Keep your frequently used devices within arm reach and make your desk space clutter free. ?Save Space Foldable Headphone Holder?Foldable arm design max save space well, It can be lain flat on the wall when it is not in using, folding or expanding at your convenience. ?Easy to Remove & Reattach?The headphone stand is secured with a screw clamp, making it easy to remove and reinstall! No glue, no mess, soft rubber pads located on both clamp ends protects your desk or table from damage. ?Multipurpose headphone stand?Easy to install on desks, cabinets, glass surfaces, monitors, desktop towers, shelfs etc. Perfect for all kinds of headphones and also great for hanging game controllers, cables and other gadgets. Elegant black finish fits various style of your gaming area and workstation. ?Durable & Stylish?Our headphone stands are made of high quality metal, durable and strong, It can bear a maximum load of 10KG, easily meeting your daily needs. If you encounter any product problems, you can contact us at any time and our 24-hour professional customer service team will serve you online. › See more product details","20.00","17.00","9023","3176","4.8","700","73","Electronics","China"
"Phomemo D30 Label Maker Machine with Tape, Bluetooth Thermal Mini Label Printer for Storage, Barcode, Mailing, Office Supplies, Home, Organizing Storage,Small Portable Sticker Maker, Green","mem¦¦¦een¦¦¦","Phomemo","More Buyers Frequently Bought Together D30 white Labels Add to Cart D30 starry sky Labels Add to Cart D30 transparent Labels Buying Options D30 Continuous Labels Add to Cart D30 cable Labels Add to Cart Customer Reviews 4.7 out of 5 stars 1,452 4.6 out of 5 stars 883 4.5 out of 5 stars 235 4.4 out of 5 stars 170 4.6 out of 5 stars 83 Price $14.99$14.99 $13.99$13.99 — $13.99$13.99 $14.99$14.99 compatibility with d30 ? ? ? ? ? Color White starry sky transparent Purple/Pink/White White(multiple choice) Size 12mm x 40mm 12mm X 40mm 14mm X 30mm 15mm x 6m 12.5mm X 74mm thermal material ? ? ? ? ? self-adhesive ? ? ? ? ? Phomemo d30 label maker machine with tape   Please note that: 1.Download the app ""Printer master"" from apple store/google play 2.Open the app and choice the D30 Series Printer 3.connect the Bluetooth via ""Printer master"" app, not on the phone system Phomemo d30 mini thermal label Printer       The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.","58.00","20.00","3305","11287","4.4","200","45","Office Products","China"
"HP Color Laserjet Pro 3201dw Wireless Color Laser Printer, Office Printer, Duplex, Best-for-Office (499Q9F)","Ama¦¦¦.co¦¦¦","HP","Ideal for offices, get vibrant laser-quality color and powerful productivity with the Color LaserJet Pro 3201dw. This color laser printer is loaded with features and incredible speed perfect for offices. Connect via wireless or ethernet with the 3201dw, a printer that has built-in Wi-Fi® and HP Wolf Pro to keep your information secure.","339.00","269.00","2413","2497","4.1","2000","4","Office Products","Vietnam"
"Step Stool, HBTower Step Stools for Adults Kids with Non-Slip Rubber Feet, Holds Up to 600 lbs, Lightweight Stepping Stools for Bedroom Kitchen Bathroom, Bed Steps for High Beds","NJQH","HBTower","Step Stool 2-Step Stool Step Stool with Handrail Add to Cart Buying Options Add to Cart Customer Reviews 4.3 out of 5 stars 720 3.7 out of 5 stars 142 4.3 out of 5 stars 720 Price $29.99$29.99 — $36.99$36.99 Material Metal Metal Aluminum Handrail ? Non-Slip Feet ? ? ? Height of Pedal 9.25"" 15.1"" 9.64""","30.00","30.00","720","6524","4.3","1000","5","Office Products","China"
"Mr. Pen- Pencil Sharpener for Colored Pencils, 3 Pack, 3 Hole, Pencil Sharpener Manual, Art, Jumbo, Artist, Colored Pencil Sharpener","Mr.¦¦¦n","Mr. Pen","Mr. Pen Sharpener Sharpener Add to Cart Sharpener Add to Cart Sharpener Buying Options Sharpener Add to Cart Sharpener Add to Cart Sharpener Add to Cart Customer Reviews 4.6 out of 5 stars 3,476 4.5 out of 5 stars 2,647 4.5 out of 5 stars 305 4.6 out of 5 stars 2,243 4.7 out of 5 stars 918 4.6 out of 5 stars 5,591 Price $7.95$7.95 $6.85$6.85 — $8.85$8.85 $8.85$8.85 $5.85$5.85 Quantity 3 6 6 6 4 6 Quality Plastic Plastic Plastic Plastic Plastic Metal Color Assorted Colors Assorted Colors Assorted Colors Assorted Colors Assorted Colors Silver Sharp Blade ? ? ? ? ? ? Waste Storage Space ? ? ? ? ? ?","12.00","7.95","3476","11724","4.6","400","72","Office Products",""
"XXZU Tripod,60"" Camera Tripod with Travel Bag,Cell Phone Tripod with Remote,Professional Aluminum Portable Tripod Stand with Phone Tripod Mount&1/4”Screw,for Phone/Camera/Projector/DSLR/SLR","jia¦¦¦gwo¦¦¦","XXZU","Versatile Phone/Camera/Projector 60 inches Tripod with Chargeable Remote It’s a versatile tripod designed for live streaming, video recording, wedding, vlogging, photography, ect. This compact and portable tripod for cell phone can meet the needs of photography enthusiasts and provide more possibilities to explore!   3-way Pan Head & Multiple Adjustable Angles The design of the 3-way pan head supports unlimited shooting with a tripod phone mount. Horizontal, vertical, oblique, and overhead shooting can be quickly switched, which is easy to operate and allows you to shoot panoramic photos/videos without limitations.         Stable Triangular Structure The middle of the three legs is connected by the buckle of the triangular structure, which is more stable and secure. In addition, the three legs can be folded for saving space. After the buckle being locked, the tripod can be turned into a ""monopod"", which is very flexible and portable. 1/4 Screw & Widely Compatible The standard 1/4'' Screw of the camera tripod stand is compatible with multiple devices. Including fill light, ring light, dslr camera, small camera, projector, webcam, monitor, phone clip, etc, you can free switch to your device while there is a need. Our camera tripod is compatible with Nikon D3500/Fuji X-T200, Canon EOS 250D/Olympus/Panasonic/mobile phone/projector/network camera. Sturdy Aluminum Design The phone tripod with remote is made of sturdy aluminum, which is sturdy and anti-corrosion, and it has good stability even in harsh environments, very suitable for outdoor shooting, wedding vlogs, camping use.       Quick-release Flip locks The flips-locks of this tripod for camera can adjust the height easily, you can extend or retract the camera stand tripod in seconds.In addition, non-slip rubber feet ensures the lightweight tripod is more stable, you don’t need to worry about tilting. Universal Phone Tripod Holder The phone holder can be extended from 2.2in-4.1in, which is suitable for all 4-7in phone with a standard case. Besides, it is equipped with rubber anti-slip pads that can prevent your phone from falling or shaking while in use. Extendable Center Column The center column of the projector tripod stand can be extended up to 24cm when fully extended, sturdy to hold your devices. There has a remote card slot on the leg of the cellphone tripod, which can prevent the remote from being lost.   Note: ?The weight of the Tripod body is 1.76lb, the folded size is 17.5*3.5*3.5 inches, the maximum height of tripod body is 55.5 inches, and the maximum height including the phone mount is 60 inches. ?The remote control supports mobile phones but does not support cameras.If the remote control does not work, you can always send an email to inquire about the solution to the settings. ?The camera tripod does not have a leveling bubble. When the three legs are opened and stretched to the same height, they will maintain balance when placed on a level ground. ?This model does not include a quick-release plate. Phone & Camera Tripod Phone & Camera Tripod with Quick-Release Plate Mini Selfie Stick Tripod, for phone Llightweight Phone & Camera Tripod Remote Phone Holder Add to Cart Add to Cart Buying Options Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 10,534 4.7 out of 5 stars 10,534 4.6 out of 5 stars 43 4.7 out of 5 stars 10,534 — — Price $30.99$30.99 $29.99$29.99 — $28.99$28.99 $12.99$12.99 $12.99$12.99 advantage Stable,carrying bag,for camera and phone, Quick-Release Plate,Stable,carrying bag,for camera and phone Mini,Selfie Stick Tripod Stable,for camera and phone,lightweight,portable Remote is compatible with l0S 5.0+ and Android 4.3+ systems For all tripods with 1/4 screws and 4''-7'' cell phones Material PP + Aluminum alloy PP + Aluminum alloy ABS+PC+aluminium alloy Aluminum alloy +PP Tripod body weight 1.76lb 1.76lb 5.6 Ounces 1.12lb Max length of tripod body 55.5 in 55.5 in / 57 in Max length of tripod body with phone clip 60 in 60 in 27.6 in 61 in Screw type 1/4 screw 1/4 screw / 1/4 screw Packing list Phone mount\Charging cable\Remote control\Lanyard of remote\Carry bag Phone mount\Charging cable\Remote control\Lanyard of remote\Carry bag selfie stick tripod/wireless remote/Charging cable/user manual Phone mount\Charging cable\Remote control\Carry bag","40.00","31.00","10534","4359","4.7","500","3","Cell Phones & Accessories","China"
"Brother HL-L3300CDW Wireless Digital Color Multi-Function Printer with Laser Quality Output, Copy & Scan, Duplex, Mobile | Includes 2 Month Refresh Subscription Trial ¹ Amazon Dash Replenishment Ready","Ama¦¦¦.co¦¦¦","Brother","The Brother HL-L3300CDW wireless multifunction digital color printer with copy and scan functionalities will help you accomplish more from your home or small office. Efficiently combining three functions in one, its space-saving design eliminates the need for multiple pieces of equipment and is a sensible solution for freelancers, consultants, hybrid workers and solopreneurs. Producing exceptional print quality, it consistently creates smudge-free documents that help elevate your professional presence. With seamless connectivity options, effortless operation, and reliable performance, it is designed to complement where and how you work – every time you need it. For peace of mind printing, rely on advanced security features to safeguard sensitive documents and create secure connections to devices and networks. Engineered and supported by Brother with a 1-year limited warranty and free online, call, or live chat support for the life of your printer, the HL-L3300CDW is an effectiv e multi-tasking addition to any small workspace. 4.Disclaimers 1.Requires enrollment in a monthly billed Brother Refresh EZ Print Subscription service plan based on monthly printed page allotments. Unused pages roll over, limitations apply. Additional page set charges and taxes apply during trial. Plan, options offer, and pricing subject to change. Open to new subscribers located in the contiguous United States only. After the free trial period your credit card will be charged on a monthly basis for the Plan Fee, Overages, and Taxes in accordance with the Terms of Service. Overage fees will apply during free trial. Your service will continue on a month-to-month basis until you cancel it. May be canceled at any time. Upon cancellation, cartridge will be deactivated and must be replaced at users’ expense in order to continue printing. 2.Based on one-sided printing. Change from default setting required. 3.Maximum capacity based on using 20 lb. paper. 4.Requires connection to a wireless network. 5.Free app download and wireless connection required. Compatibility may vary based on device and operating system. 6.Based on monthly subscription cost in U.S. for Color Laser High Plan vs. average cost per page of eligible like standard capacity cartridges. Savings will vary based on Refresh EZ Print Subscription plan selected. Wi-Fi Direct is a registered trademark of Wi-Fi Alliance®. EPEAT is a trademark of the Green Electronics Council in the United States and other countries. ENERGY STAR and the ENERGY STAR mark are registered trademarks owned by the U.S. Environmental Protection Agency. Images are for illustrative purposes only. Specifications subject to change.","370.00","340.00","100","8369","4.3","800","24","Office Products","Vietnam"
"Amazon Basics USB-A to USB-B 2.0 Cable with 480 Mbps Transfer Speed for Printer or External Hard Drive, Gold-Plated Connectors, 10 Foot, Black","Ama¦¦¦.co¦¦¦","Amazon Basics","Product Description Amazon Basics USB 2.0 Printer Cable - A-Male to B-Male Cord - 10 Feet (3 Meters), Black From the Manufacturer AmazonBasics","9.89","9.89","128522","400","4.7","8000","33","Our Brands","China"
"Cell Phone Wallet Card Holder Sleeves for Phone Case, 3 Pack Adhesive Credit Business ID Cards Pocket Wallets Stick on Back of iPhone Android Phones for Women Silicone","MQR¦¦¦QL ¦¦¦re","Meroqeel","Package Content: Black phone wallet x 1 Grey phone wallet x 1 White phone wallet x 1 Meroqeel Adhesive Phone Wallet Card Holder for Phone Case, Silicone Credit Business ID Cards Pocket on Back of iPhone, Sticky Cellphone Cardholder Sleeve how to use it? Stick it on a flat surface, and then you can store some flat items Easy to Install and Remove 1. Clean the back of your mobile device. 2. Remove the film of the adhesive. 3. Place the card case on the back of your phone or case. 4. If you don't want use, it could be removed clean from your cell phone back easily   Card holder for back of phone Compatible phone models It Fits iPhone, Android, tablets smartphones, and anywhere with a flat surface Apple: iPhone 11 ,iPhone 11 Pro ,iPhone 11 Pro Max ,iPhone Xs, iPhone Xs Max, iPhone XR, iPhone 8, iPhone 8 Plus, iPhone X, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 6S, iPhone 6S Plus, iPhone 6, iPhone 6 Plus, iPhone 5C, iPhone 5/5S, iPhone 4/4S, iPad: iPad 2/3/4/5, iPad mini, iPad mini 2/3/4, iPad Air, iPad Air 2, iPad Pro 12.9'', iPad Pro 12.9'' 2, iPad Pro 9.7'', iPad Pro 10.5'', New iPad 9.7'', Samsung: Samsung Galaxy S10, Samsung Galaxy S10E, Samsung Galaxy S10 Plus, Samsung Galaxy S9, Samsung Galaxy S9 Plus, Samsung Galaxy S8, Samsung Galaxy S8 Plus, Samsung Galaxy S7, Samsung Galaxy S7 Edge, Samsung Galaxy S6, Samsung Galaxy S6 Edge, S6 Edge Plus, Samsung Galaxy S5, S5 Mini, Samsung Galaxy S4, S4 Mini, Samsung Galaxy S III, Samsung Galaxy Fold, Samsung Galaxy Note 9, Samsung Galaxy Note 8, Samsung Galaxy Note 5, Samsung Galaxy Note Edge, Samsung Galaxy Note 4, Samsung Galaxy Note 3, Samsung Galaxy Note II, Samsung Galaxy Note, Samsung Galaxy A60, Samsung Galaxy A40S, Samsung Galaxy A70, Samsung Galaxy A8S, Samsung Galaxy A9S, Samsung Galaxy A6S, Samsung Galaxy A9, Samsung Galaxy A9 Star, A9 Star Lite, Samsung Galaxy A8, Samsung Galaxy Tab S4, Samsung Galaxy Tab S3, Samsung Galaxy Tab S2, Samsung Galaxy Tab A 10.5'', Samsung Galaxy Tab A 8.0'', Samsung Galaxy Tab A 10.1'', LG: V40, LG V35, LG V30, LG V20, LG G7, LG G6, LG G5, LG G4, LG G3, LG G2, LG G, G Flex,and So on Sony, Huawei, OPPO, VIVO, NOKIA, MOTOROLA, One Plus, iQoo, Xiaomi Other Suction Cup Phone Wallet Card Holder 6 Pack Silicone Card Holder 3 Pack Silicone Phone Wallet 6 Pack Silicone Phone Wallet Keychain Bracelet Phone Holder for Desk Save Penguin Trap Board Game Add to Cart Add to Cart Add to Cart Buying Options Add to Cart Add to Cart Customer Reviews 4.2 out of 5 stars 859 4.3 out of 5 stars 152 3.6 out of 5 stars 52 4.4 out of 5 stars 150 4.6 out of 5 stars 36 4.3 out of 5 stars 222 Price $6.99$6.99 $6.99$6.99 $6.99$6.99 $9.99$9.99 $13.99$13.99 $14.99$14.99 Usage Store Cards on the back of your phone Store Cards on the back of your phone Store Cards on the back of your phone Hold the car keys Phone stand Enjoy the board game Number of layers 2 2 1 Available colours Black Grey White Purple Blue Green Pink Hotpink Black Grey White Purple Blue Green Pink Hotpink Black Grey White Purple Blue Green Pink Hotpink Black Leopard Marblewhite Purple Mintgreen Darkgreen Lightpurple Pink Darkblue Lightblue Orange Black Yellow Blue Silicone Suction Cup Phone Holder Silicone Suction Cup Phone Holder Silicone Suction Cup Phone Holder Silicone Suction Cup Phone Wallet and Holder Silicone Suction Cup Phone Wallet and Holder Magnetic Card Wallet Holder for MagSafe for iPhone Buying Options Buying Options Buying Options Add to Cart Add to Cart Add to Cart Customer Reviews 4.0 out of 5 stars 7 — — 2.5 out of 5 stars 5 2.5 out of 5 stars 5 4.3 out of 5 stars 62 Price — — — $9.99$9.99 $9.99$9.99 $9.99$9.99 Usage suction on smooth surface suction on smooth surface Store Cards on the back of your phone Store Cards on the back of your phone Store Cards on the back of your phone Pack 3 3 3 3 3 1","5.99","5.99","859","3349","4.2","1000","33","[""Join Prime  to get FREE delivery Tomorrow, November 8. Order within 14 hrs 34 mins"",""Or Non members get FREE delivery Tuesday, November 12""]","1"
"Techni Mobili Rolling Adjustable Laptop Cart, Graphite","Ama¦¦¦.co¦¦¦","Techni Mobili","The Techni Mobili Deluxe Rolling Laptop Stand saves space while providing the laptop or writing setup you need .The main panel tilts so you can adjust it to the most ergonomic, comfortable working angle. It also features safety edge-stoppers to prevent objects from sliding off when the panel is tilted. You can also easily adjust the height from 29.5"" to 34.25"" with a dual knob system. The extended 4th leg provides increased stability. Two of the fours non-marking nylon casters include locking mechanisms. The main tilting table panel has a 30lbs weight capacity, the stationary table panel has a 45lbs weight capacity and both are made of MDF with a moisture laminate veneer atop scratch-resistant powder-coated steel frame. Color: Black Graphite.","96.00","47.10","2215","20663","4.3","300","11","Cell Phones & Accessories","China"
"Bluetooth Headset, CVC8.0 Handsfree Bluetooth Earpiece, 16 Hrs Talk Time Noise Cancelling Single Ear Wireless Headset for Office Driving, Compatible with iPhone & Android Samsung Cellphone","QIY¦¦¦S","LEKOYE","The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   Previous page Next page","30.00","23.00","685","20693","4","100","84","Office Products",""
"Mind Reader Stackable Paper Tray, Desktop Organizer, File Storage, Office, Metal Mesh, 13.25"" L x 9.75"" W x 6.25"" H, 2 Pcs., Black","Ama¦¦¦.co¦¦¦","Mind Reader","Stackable Desktop Organizer Optimize your workspace with this two-tier, stackable desktop organizer. Specifically designed to accommodate letter-size papers, folders, and files, this organizer allows you to keep your important documents within easy reach. The two separate organizers can be stacked together or placed in different areas of your desk, offering flexible storage solutions. Weighing a combined 1.76 pounds (0.8 kg), each component is lightweight and highly portable. This organizer isn't just limited to paperwork - it can also hold other office essentials like pencils, scissors, and rulers, helping keep your work area tidy. Beyond the office, it can also be utilized in the kitchen or other spaces at home, providing a practical storage solution wherever it's needed. The mesh design offers visibility, allowing you to quickly identify and grab what you need. The sturdy mesh metal design is built to withstand daily use, and its neutral color ensures it blends seamlessly into any environment. Pair it with other pieces from the Network Collection to create a cohesive storage system. As a practical and stylish organizer, it makes a great gift for coworkers, graduates, new homeowners, or anyone looking to declutter their workspace.","20.00","17.60","250","6958","4.5","800","12","Cell Phones & Accessories","China"
"SKYLEO Led Desk Lamp - Desk Light for 31.5"" Tall - 5 Color Modes X 11 Brightness Levels - Adjustable Swing Arm - Timmer & Memory Function - 12W Lamp for Desk - Black","SKY¦¦¦ St¦¦¦","SKYLEO","Previous page Perfect Brightness 3000K~6000K brightness adjustment to give you any brightness you want. Perfect Adjustment The adjustment for every angle to achieve the lighting angle you need to do your job efficiently. Perfect Eye Care Allows provide lighting while operating fine work, keep eyes from getting too tired from the light. Next page 1 study lamp for desk 2 nail lamp for desk 3 Sewing desk lamp The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Influencer Videos Influencer Videos The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked. Influencer Videos Influencer Videos The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.   SKYLEO Product Parameters SKYLEO Add to Cart SKYLEO Add to Cart SKYLEO Add to Cart SKYLEO Add to Cart SKYLEO Add to Cart SKYLEO Add to Cart Customer Reviews 4.5 out of 5 stars 293 4.1 out of 5 stars 5,342 4.5 out of 5 stars 293 4.5 out of 5 stars 293 4.1 out of 5 stars 5,342 4.5 out of 5 stars 293 Price $25.99$25.99 $39.99$39.99 $25.99$25.99 $25.99$25.99 $39.99$39.99 $25.99$25.99 Colour Black Black Black White White White Lamp Height 33"" 29.5"" 34"" 33"" 29.5"" 34"" Lamp Length 16.5"" 31"" 16.5"" 16.5"" 31"" 16.5"" Lumen 1300 2400 1300 1300 2400 1300 Number of LED Beads 112 144 112 112 144 112 Control Method Button Touch Button Button Touch Button Color Modes 5 5 5 5 5 5 Brightness Level 11 11 11 11 11 11 Timmer 45 min 45 min 45 min 45 min 45 min 45 min","26.00","26.00","293","7616","4.5","500","50","Office Products","China"
